4,35,41,44,58,25,2024-04-20
24,29,44,47,54,2,2024-04-17
7,16,41,56,61,23,2024-04-15
7,33,40,43,69,10,2024-04-13
6,7,12,24,36,15,2024-04-10
6,21,23,39,54,23,2024-04-08
22,27,44,52,69,9,2024-04-06
11,38,41,62,65,15,2024-04-03
19,24,40,42,56,23,2024-04-01
12,13,33,50,52,23,2024-03-30
37,46,57,60,66,8,2024-03-27
7,11,19,53,68,23,2024-03-25
6,23,25,34,51,3,2024-03-23
13,22,27,54,66,9,2024-03-20
10,17,20,39,44,16,2024-03-18
12,23,44,57,61,5,2024-03-16
21,29,54,59,62,4,2024-03-13
1,3,7,16,66,5,2024-03-11
30,36,49,52,63,16,2024-03-09
6,19,28,44,60,10,2024-03-06
36,42,50,52,67,26,2024-03-04
3,18,27,36,53,12,2024-03-02
16,26,29,38,50,6,2024-02-28
24,29,42,51,54,16,2024-02-26
3,8,40,53,58,3,2024-02-24
4,27,33,41,42,14,2024-02-21
4,23,45,50,53,17,2024-02-19
6,28,59,62,69,21,2024-02-17
1,4,45,47,67,18,2024-02-14
17,36,43,53,67,14,2024-02-12
27,28,34,37,44,8,2024-02-10
12,21,62,67,69,17,2024-02-07
1,2,27,30,67,9,2024-02-05
9,11,27,59,66,19,2024-02-03
15,18,19,41,43,14,2024-01-31
39,41,43,49,64,4,2024-01-29
7,38,65,66,68,21,2024-01-27
1,5,32,50,64,8,2024-01-24
24,25,43,52,63,21,2024-01-22
16,31,34,47,65,10,2024-01-20
18,22,43,61,65,2,2024-01-17
13,30,35,49,59,4,2024-01-15
13,31,33,51,58,15,2024-01-13
25,40,43,48,50,11,2024-01-10
7,17,28,40,45,2,2024-01-08
4,31,34,38,61,13,2024-01-06
30,31,38,48,68,8,2024-01-03
12,21,42,44,49,1,2024-01-01
10,11,26,27,34,7,2023-12-30
4,11,38,51,68,5,2023-12-27
5,12,20,24,29,4,2023-12-25
9,14,17,18,53,6,2023-12-23
27,35,41,56,60,16,2023-12-20
5,8,19,34,39,26,2023-12-18
3,9,10,20,62,25,2023-12-16
3,8,41,56,64,18,2023-12-13
1,24,27,31,62,20,2023-12-11
5,25,26,40,60,1,2023-12-09
2,12,37,56,65,21,2023-12-06
18,19,27,28,45,9,2023-12-04
28,35,41,47,60,3,2023-12-02
6,47,50,61,68,4,2023-11-29
2,21,38,61,66,12,2023-11-27
27,33,63,66,68,9,2023-11-25
20,24,33,39,42,21,2023-11-22
19,26,30,39,63,13,2023-11-20
34,50,51,61,67,20,2023-11-18
3,4,51,53,60,6,2023-11-15
24,33,35,37,42,21,2023-11-13
1,12,14,24,57,7,2023-11-11
14,21,33,39,62,20,2023-11-08
12,25,40,59,61,26,2023-11-06
1,28,30,34,52,6,2023-11-04
22,26,39,47,63,12,2023-11-01
19,22,34,66,69,5,2023-10-30
14,24,50,59,64,2,2023-10-28
25,27,41,53,68,2,2023-10-25
18,21,25,46,64,21,2023-10-23
6,15,24,67,68,11,2023-10-21
1,4,13,35,58,24,2023-10-18
2,27,31,44,64,18,2023-10-16
14,16,42,48,64,14,2023-10-14
22,24,40,52,64,10,2023-10-11
16,34,46,55,67,14,2023-10-09
47,54,57,60,65,19,2023-10-07
9,35,54,63,64,1,2023-10-04
12,26,27,43,47,5,2023-10-02
19,30,37,44,46,22,2023-09-30
1,7,46,47,63,7,2023-09-27
10,12,22,36,50,4,2023-09-25
1,12,20,33,66,21,2023-09-23
16,27,59,62,63,23,2023-09-20
2,21,26,40,42,9,2023-09-18
8,11,19,24,46,5,2023-09-16
22,30,37,44,45,18,2023-09-13
9,25,27,53,66,5,2023-09-11
11,19,29,63,68,25,2023-09-09
9,14,20,23,63,1,2023-09-06
1,26,32,46,51,13,2023-09-04
25,38,42,66,67,19,2023-09-02
4,13,35,61,69,4,2023-08-30
4,6,25,55,68,26,2023-08-28
20,22,26,28,63,5,2023-08-26
25,30,32,33,55,20,2023-08-23
3,4,12,22,28,16,2023-08-21
1,25,27,38,62,13,2023-08-19
9,11,17,19,55,1,2023-08-16
32,34,37,39,47,3,2023-08-14
19,21,37,50,65,26,2023-08-12
10,15,21,67,69,3,2023-08-09
6,13,20,35,54,22,2023-08-07
18,42,44,62,65,23,2023-08-05
23,24,33,51,64,5,2023-08-02
2,11,48,58,65,13,2023-07-31
10,25,27,34,38,2,2023-07-29
3,16,40,48,60,14,2023-07-26
3,4,12,28,49,25,2023-07-24
25,27,36,37,63,7,2023-07-22
7,10,11,13,24,24,2023-07-19
5,8,9,17,41,21,2023-07-17
2,9,43,55,57,18,2023-07-15
23,35,45,66,67,20,2023-07-12
2,24,34,53,58,13,2023-07-10
7,23,24,32,43,18,2023-07-08
17,24,48,62,68,23,2023-07-05
15,26,31,38,61,3,2023-07-03
4,17,35,49,61,8,2023-07-01
19,25,34,57,68,4,2023-06-28
6,28,39,43,54,12,2023-06-26
2,38,44,50,62,19,2023-06-24
5,11,33,35,63,14,2023-06-21
36,39,52,57,69,1,2023-06-19
2,12,45,61,64,26,2023-06-17
3,20,36,42,64,4,2023-06-14
2,3,16,23,68,7,2023-06-12
21,32,42,46,50,4,2023-06-10
16,21,29,53,66,2,2023-06-07
2,31,45,46,49,20,2023-06-05
15,45,64,67,68,18,2023-06-03
2,4,54,61,62,14,2023-05-31
21,33,35,62,64,24,2023-05-29
24,38,39,48,56,4,2023-05-27
12,21,44,50,58,26,2023-05-24
9,38,48,52,68,25,2023-05-22
17,23,32,38,63,23,2023-05-20
18,34,37,45,51,14,2023-05-17
1,26,28,55,58,25,2023-05-15
3,15,20,23,46,11,2023-05-13
21,24,33,55,69,3,2023-05-10
15,20,33,36,43,12,2023-05-08
31,39,47,51,53,6,2023-05-06
21,26,30,45,47,23,2023-05-03
3,38,55,61,66,1,2023-05-01
16,53,54,57,65,8,2023-04-29
2,15,30,35,49,6,2023-04-26
19,21,55,66,68,3,2023-04-24
17,36,47,63,68,25,2023-04-22
4,11,21,38,64,11,2023-04-19
23,25,35,63,64,25,2023-04-17
1,33,34,56,59,18,2023-04-15
9,36,41,44,59,4,2023-04-12
9,10,36,46,52,14,2023-04-10
11,22,24,51,60,18,2023-04-08
3,5,9,42,52,11,2023-04-05
16,30,31,54,68,1,2023-04-03
11,19,21,29,52,17,2023-04-01
4,9,24,46,66,7,2023-03-29
19,26,36,43,58,14,2023-03-27
15,17,18,47,57,19,2023-03-25
27,28,37,50,57,5,2023-03-22
1,27,32,47,67,14,2023-03-20
14,20,30,54,69,11,2023-03-18
16,18,33,37,50,8,2023-03-15
3,10,24,46,63,4,2023-03-13
11,20,33,43,58,24,2023-03-11
26,27,43,61,69,4,2023-03-08
2,13,29,58,69,4,2023-03-06
10,16,18,40,66,16,2023-03-04
2,9,28,36,53,4,2023-03-01
16,28,49,51,55,23,2023-02-27
11,24,58,66,67,26,2023-02-25
11,19,39,44,65,7,2023-02-22
3,17,26,38,54,15,2023-02-20
8,21,31,32,37,23,2023-02-18
31,32,54,60,63,12,2023-02-15
17,26,37,61,65,2,2023-02-13
10,23,30,54,65,11,2023-02-11
52,58,59,64,66,9,2023-02-08
5,11,22,23,69,7,2023-02-06
2,8,15,19,58,10,2023-02-04
31,43,58,59,66,9,2023-02-01
1,4,12,36,49,5,2023-01-30
2,18,23,27,47,15,2023-01-28
9,17,20,38,40,18,2023-01-25
12,31,47,58,60,23,2023-01-23
5,14,19,46,64,22,2023-01-21
6,15,22,42,47,26,2023-01-18
4,14,33,39,61,3,2023-01-16
24,26,39,47,57,23,2023-01-14
4,8,46,47,48,5,2023-01-11
18,43,48,60,69,14,2023-01-09
35,36,44,45,67,14,2023-01-07
12,32,56,67,68,26,2023-01-04
7,9,12,31,62,22,2023-01-02
18,37,44,50,64,11,2022-12-31
26,32,38,45,56,1,2022-12-28
17,41,47,60,61,17,2022-12-26
17,37,46,54,67,8,2022-12-24
12,15,24,34,59,14,2022-12-21
7,37,55,65,67,12,2022-12-19
33,56,64,66,68,12,2022-12-17
36,51,59,66,68,25,2022-12-14
16,31,50,55,61,9,2022-12-12
9,23,47,49,68,19,2022-12-10
6,28,44,59,61,21,2022-12-07
35,45,47,54,55,14,2022-12-05
6,13,33,36,37,7,2022-12-03
4,19,24,47,66,10,2022-11-30
29,30,32,48,50,20,2022-11-28
15,30,47,50,51,3,2022-11-26
1,2,31,39,66,25,2022-11-23
1,6,40,51,67,2,2022-11-21
7,28,62,63,64,10,2022-11-19
28,34,51,53,56,11,2022-11-16
19,35,53,54,67,21,2022-11-14
16,20,44,57,58,6,2022-11-12
7,14,24,30,56,7,2022-11-09
10,33,41,47,56,10,2022-11-07
28,45,53,56,69,20,2022-11-05
2,11,22,35,60,23,2022-11-02
13,19,36,39,59,13,2022-10-31
19,31,40,46,57,23,2022-10-29
19,36,37,46,56,24,2022-10-26
18,23,35,45,54,16,2022-10-24
19,25,48,55,60,18,2022-10-22
6,8,15,27,42,10,2022-10-19
19,30,36,46,60,25,2022-10-17
32,37,40,58,62,15,2022-10-15
14,30,41,42,59,6,2022-10-12
3,6,11,17,22,11,2022-10-10
13,43,53,60,68,5,2022-10-08
26,30,33,37,62,6,2022-10-05
2,16,22,55,63,22,2022-10-03
8,21,22,65,69,26,2022-10-01
6,10,24,33,67,11,2022-09-28
13,20,31,33,59,20,2022-09-26
3,9,21,24,29,14,2022-09-24
6,33,34,45,54,7,2022-09-21
7,15,36,46,67,7,2022-09-19
5,25,36,51,61,1,2022-09-17
9,10,20,22,52,25,2022-09-14
6,14,16,34,66,25,2022-09-12
38,42,56,68,69,4,2022-09-10
3,16,30,33,36,20,2022-09-07
4,7,32,55,64,25,2022-09-05
18,27,49,65,69,9,2022-09-03
7,8,19,24,28,1,2022-08-31
13,36,43,61,69,18,2022-08-29
2,18,56,60,65,14,2022-08-27
6,24,35,37,44,22,2022-08-24
12,27,34,55,67,9,2022-08-22
5,9,11,16,66,7,2022-08-20
23,28,41,50,55,24,2022-08-17
20,24,47,50,63,5,2022-08-15
19,24,35,43,62,2,2022-08-13
29,44,59,61,68,19,2022-08-10
32,45,51,57,58,12,2022-08-08
8,15,46,56,68,3,2022-08-06
9,21,56,57,66,11,2022-08-03
15,21,31,36,65,16,2022-08-01
4,17,57,58,68,12,2022-07-30
1,25,44,55,57,26,2022-07-27
25,37,38,39,65,5,2022-07-25
39,41,54,59,62,12,2022-07-23
10,20,23,49,65,22,2022-07-20
14,34,36,50,58,5,2022-07-18
3,18,23,32,57,21,2022-07-16
22,23,36,47,63,2,2022-07-13
4,26,34,37,52,9,2022-07-11
14,22,42,46,52,24,2022-07-09
32,36,49,62,69,13,2022-07-06
15,16,24,31,56,4,2022-07-04
9,10,37,59,62,26,2022-07-02
8,40,49,58,63,14,2022-06-29
11,13,18,30,37,16,2022-06-27
6,12,20,27,32,4,2022-06-25
6,10,31,48,56,12,2022-06-22
3,44,61,63,69,13,2022-06-20
10,19,40,45,58,25,2022-06-18
19,28,41,42,51,7,2022-06-15
2,27,42,44,51,25,2022-06-13
18,20,26,53,69,5,2022-06-11
22,39,43,62,64,7,2022-06-08
2,10,35,44,46,4,2022-06-06
14,16,36,52,60,16,2022-06-04
11,41,56,57,63,2,2022-06-01
27,28,51,68,69,22,2022-05-30
2,39,50,61,66,15,2022-05-28
19,28,39,42,57,17,2022-05-25
1,33,37,39,42,26,2022-05-23
14,15,25,52,58,11,2022-05-21
40,41,58,64,65,17,2022-05-18
7,15,22,36,64,13,2022-05-16
6,40,41,45,52,9,2022-05-14
5,7,61,63,69,18,2022-05-11
18,30,35,52,56,5,2022-05-09
4,5,6,28,67,10,2022-05-07
37,39,55,63,69,23,2022-05-04
18,27,33,39,44,8,2022-05-02
14,21,37,44,63,1,2022-04-30
11,36,61,62,68,4,2022-04-27
12,18,20,39,61,10,2022-04-25
10,39,47,49,56,8,2022-04-23
20,30,45,55,56,14,2022-04-20
8,33,55,59,62,18,2022-04-18
15,21,32,62,65,26,2022-04-16
14,16,41,63,68,26,2022-04-13
5,7,24,31,34,4,2022-04-11
6,16,31,62,66,18,2022-04-09
6,42,45,47,64,18,2022-04-06
2,32,39,46,69,6,2022-04-04
6,28,47,58,59,18,2022-04-02
3,7,21,31,37,11,2022-03-30
11,18,39,58,62,3,2022-03-28
2,10,50,59,61,6,2022-03-26
31,32,37,38,48,24,2022-03-23
1,15,26,63,65,16,2022-03-21
8,9,18,48,52,6,2022-03-19
3,28,34,35,58,17,2022-03-16
21,28,32,44,49,6,2022-03-14
19,20,37,39,61,8,2022-03-12
13,22,34,51,67,10,2022-03-09
10,43,55,59,67,2,2022-03-07
8,23,37,52,63,13,2022-03-05
19,37,48,61,63,12,2022-03-02
7,21,39,47,55,19,2022-02-28
15,32,36,48,64,19,2022-02-26
6,17,21,35,64,18,2022-02-23
2,36,37,45,69,3,2022-02-21
3,10,15,33,42,11,2022-02-19
22,30,40,42,48,16,2022-02-16
16,25,27,49,55,17,2022-02-14
8,10,21,41,62,7,2022-02-12
2,17,33,51,63,26,2022-02-09
5,15,38,47,65,10,2022-02-07
5,16,27,39,61,24,2022-02-05
18,29,33,62,63,15,2022-02-02
10,15,51,61,69,14,2022-01-31
2,15,38,54,65,11,2022-01-29
4,11,38,49,69,16,2022-01-26
11,29,30,47,53,16,2022-01-24
8,14,33,36,67,17,2022-01-22
11,15,43,55,61,10,2022-01-19
9,24,35,46,65,22,2022-01-17
3,18,37,51,59,13,2022-01-15
12,21,22,30,33,24,2022-01-12
14,17,18,21,27,9,2022-01-10
20,21,36,60,65,13,2022-01-08
6,14,25,33,46,17,2022-01-05
2,13,32,33,48,22,2022-01-03
6,12,39,48,50,7,2022-01-01
2,6,9,33,39,11,2021-12-29
36,38,45,62,64,19,2021-12-27
27,29,45,55,58,2,2021-12-25
7,16,19,48,68,15,2021-12-22
2,13,23,34,66,2,2021-12-20
2,6,24,51,61,1,2021-12-18
19,20,40,42,59,15,2021-12-15
10,30,37,53,59,4,2021-12-13
3,25,44,53,64,10,2021-12-11
3,7,33,50,69,24,2021-12-08
3,21,38,50,59,6,2021-12-06
